F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
2.64,7,1.52,198.9,-3.07,Medium,6.4,-4498.47,-21747.18,-202.12,7.45,-27.9,2,USA,5541.99,810.57,0
6.72,4,1150.54,118.5,-5.98,Very low,5.39,-3158.34,-24183.24,-97.3,6.85,-27.06,2,UK,3058.17,813.99,0
6.39,4,84.42,-47.61,2.99,High,1.86,-3437.7,-20516.4,-287.54,2.6,-25.88,8,UK,4754.79,506.28,0
16.59,2,2719.58,189.99,-5.33,Very high,2.45,-5058.15,-9047.51,-159.94,6.35,-34.04,12,USA,5076.24,424.62,464.44
1.5,4,2.58,284.67,-7.09,Low,3.41,-4717.17,-17100.99,-118.16,10.5,-44.52,14,Rest,4757.34,696.27,567.82
20.01,2,14.16,164.34,-2.61,Low,16.52,-5469.21,-17882.59,-127.94,1.06,-44.92,6,Rest,2987.37,754.89,2617.82
15.18,6,4.48,48.27,-4.33,High,1.64,-3119.52,-19521.75,-142,10.04,-31.56,8,Rest,3042.72,802.41,371.23
5.73,6,138.22,59.19,0.26,High,2.84,-3793.77,-14663.34,-123.32,3.92,-33,8,UK,4335.96,715.05,0
9.96,4,25.72,258,1.4,High,2.1,-4511.85,-16977.19,-223.98,9.43,-15.54,8,USA,5564.67,774.6,148.54
3.78,1,3.54,198.51,-4.5,Very high,4.29,-5017.11,-16431.04,-282.04,5.63,-26.12,8,UK,3922.32,734.79,1524.14
2.34,7,5.08,28.62,-5.55,Very low,3.44,-2791.98,-11564.28,-127.54,10.78,-27.12,8,Europe,4678.2,618.87,0
24.06,5,0.02,188.19,-8.09,High,1.45,-5042.73,-17116.81,-227,7.66,-24.74,6,USA,4101.72,784.32,199.29
7.5,8,54.24,202.83,-8.72,Low,2.59,-3905.94,-12809.26,-258.86,8.5,-31.84,6,USA,3196.8,509.91,0
9.24,1,0,177.75,-6.05,Medium,13.68,-4823.4,-15676.02,-230.64,8.22,-26.66,6,UK,4569.6,645.42,2689.26
16.38,9,0.28,171.12,-5.93,Medium,3.28,-3958.68,-5827.82,-218.36,4.79,-31.26,8,UK,4811.7,832.29,0
15.12,6,0,60.18,-3.42,Very high,0.63,-4293.96,-16316.1,-132.18,3.35,-36.16,10,USA,5452.17,740.4,0
6.51,4,2.44,121.77,-2.54,Low,1.37,-3494.1,-11433.82,-206.1,7.78,-23.84,8,UK,4238.61,671.94,0
26.01,1,0.14,338.25,-5.36,Low,3.34,-2746.11,-17432.73,-228.52,7.3,-20.58,8,Europe,3158.88,687.72,3795.19
8.22,2,1.46,153.9,-6.89,Very high,2.64,-3143.28,-11397.6,-223.42,3.08,-18.38,8,UK,5301.78,709.92,1248.44
6.96,6,0.56,84.3,-4.01,Very low,1.58,-3222.39,-16794.16,-224.52,7.35,-27.18,2,UK,4327.62,750.3,0
7.95,1,1.38,108.42,-8.49,High,5.6,-2670.03,-21854.09,-217.56,5.62,-30.5,8,Rest,4312.44,620.73,1536.32
5.67,2,1.36,107.31,-2.73,High,5.36,-3656.7,-21358.93,-237.78,7.22,-32.18,10,Europe,3783.18,732.66,2315.23
33.03,5,0.7,64.68,0.7,Low,3.37,-3259.86,-20169.02,-206.06,3.82,-16.4,8,Rest,4802.97,487.83,692.75
11.04,3,1.34,-19.32,-9.74,Medium,1.99,-1907.52,-12300.11,-227.48,10.64,-28.26,8,Europe,4257.78,648.63,215.61
11.82,7,2.1,90.3,-7.08,Medium,0.58,-3056.43,1610.82,-245.18,7.27,-24.64,6,UK,4926.15,740.01,0
17.58,3,0.1,291.03,-7.32,Very low,6.23,-4260.39,-16690.25,-194.96,8.15,-28.18,10,Europe,4553.37,742.62,3342.88
20.88,7,2.36,145.68,-4.53,Very low,0.82,-5774.13,-10068.94,-148.98,9.45,-29.72,6,USA,3091.5,940.47,0
4.32,6,0.54,52.17,-3.34,Medium,0.3,-2792.31,-16761.11,-191.94,6.23,-33.2,10,Rest,5673.27,894.27,0
3.18,4,0.12,142.35,-8.97,Low,7.25,-3899.52,-17936.49,-240.34,8.84,-29.06,6,UK,5550.3,680.58,0
0.54,4,0.4,169.83,-1.21,High,6.59,-3389.46,-18142.66,-123.84,4.78,-26.92,12,Rest,3532.02,779.37,1495.24
22.65,4,3.98,227.07,-2.25,Medium,3.43,-3454.29,-16633.15,-174.46,11,-26.92,14,Rest,3678.84,649.59,2165.69
7.14,4,0.22,90.78,-2.95,Very low,0.69,-2132.85,-16025.96,-177.8,0.8,-20.72,4,UK,1968.78,981.12,26.4
29.13,3,1.18,203.97,-2.59,High,7.69,-2673.03,-15166.02,-202.42,5.45,-25.5,8,UK,3177.27,694.11,2978.27
15.93,4,0,155.04,-2.39,Medium,2.28,-3305.61,-12792.75,-97.1,6.18,-33.5,8,Europe,3981.72,670.65,1524.98
9.51,3,2.94,-54.93,0.54,Low,3.03,-3258.72,-16566.13,-102.5,12.94,-26.98,4,UK,3846.87,747.42,0
5.37,3,0.16,245.91,-9.33,Low,12.05,-3378.84,-9335.47,-169.92,9.31,-27.86,8,UK,3175.08,777.33,2902.33
16.53,4,2.74,139.02,-1,Low,1.83,-3686.01,-13390,-223.16,7.71,-29.66,8,UK,5097.81,813.42,0
13.23,3,0.52,74.22,-6.33,Very high,5.54,-4534.14,-15007.04,-205.38,4.79,-16.16,4,USA,5154.72,1080.81,79.88
2.01,5,0.2,60.93,1.73,Very high,4.12,-3408.63,-16704.56,-107.74,5.79,-32.16,4,UK,2890.95,634.47,0
8.67,2,0.06,69.42,-0.69,Very low,5.04,-3470.07,-15272.37,-165.52,8.3,-32.54,8,Rest,3952.92,515.85,396.72
11.76,4,30.8,-19.74,-4.93,Medium,4.13,-3077.85,-19762.73,-45.82,12.68,-32.06,10,Rest,3485.01,673.32,353.81
2.64,4,41.2,-2.01,-2.65,Very high,7.43,-4688.43,-16215.05,-105.82,6.05,-22.64,14,UK,4073.76,518.7,73.93
19.23,2,1.18,166.86,-6.81,Medium,2.16,-4327.59,-17421.94,-184.58,4.23,-20.42,6,UK,4936.35,756.39,385.45
3.66,3,4.52,184.98,-3.65,Very high,1.65,-3913.68,-18816.38,-110.34,10.57,-21.62,6,USA,4044.75,762.84,222.73
12.39,3,2.24,29.67,-3.47,High,10.55,-2573.97,-15371.41,-205.82,4.38,-23.76,4,UK,4649.37,774.6,2119.64
3.99,6,805.54,-1.2,-1.52,Very low,3.07,-2825.13,-18722.65,-238.04,8.3,-21.1,10,USA,3306.48,166.68,0
13.26,4,3.02,181.38,0.2,High,1.18,-3543.69,-16410.36,-247.1,4.96,-28.92,6,Rest,2763.21,580.23,1037.45
5.76,5,0.04,121.17,-0.13,High,4.47,-2842.35,-20009.29,-163.08,10.8,-28.1,8,Rest,3437.58,608.49,962.3
29.37,1,0.2,169.74,-5.74,Low,2.5,-3377.91,-21122.73,-143.26,3.98,-36.5,6,UK,3736.56,697.74,2537.01
19.8,6,1.38,60.69,-3.3,Very high,2.4,-3193.41,-7779.85,-213.76,-0.88,-33.02,8,Europe,2965.74,939.18,1648.66
11.28,4,139.6,140.7,-5.14,Very high,1.69,-3556.68,-25836.58,-205.32,2.47,-31.76,4,Rest,4836.84,670.98,172.52
18.72,4,0.66,17.7,4.99,Very high,1.85,-3232.26,-16361.76,-184.62,0.58,-28.48,6,UK,3868.08,723.27,227.74
6.09,5,10.2,102.39,-6.77,High,3.93,-4112.73,-14465.03,-222.28,4.77,-31.88,10,Europe,1883.64,658.53,1473.57
4.17,7,0.62,80.82,-3.96,Very high,1.48,-2324.94,-18184.85,-247.96,2.84,-24.12,8,USA,3870.36,842.4,75.34
3.48,4,0.94,211.68,-1.75,Low,2.43,-4376.34,-16224.5,-135.24,0.05,-56.88,18,Europe,3992.76,1014.81,1163.87
8.49,3,151.66,232.95,-4.99,High,5.86,-4650.75,-17529.04,-267.96,7.2,-32.34,14,Rest,4953.93,694.2,1392.54
24.84,7,24.92,67.02,-2.15,Very high,2.68,-3268.71,-15660.98,-151,8.16,-33.24,8,Rest,5145.99,705.63,351.24
7.26,4,1.34,25.56,-7.93,High,3.03,-3106.53,-18815.99,-203.72,9.53,-46.32,8,Europe,4277.07,350.85,30.47
1.38,6,67.12,71.19,-1.61,Medium,2.16,-3951.69,-25462.22,-209.28,6.28,-30.46,2,USA,4022.61,804.69,0
8.37,4,0.4,89.16,-7.49,Very low,4.6,-3966.27,-15187.67,-238.1,7.21,-24.6,8,Europe,4774.26,740.64,0
8.49,2,2.98,8.46,2.05,Very high,0.18,-2775.3,-15576.8,-201.82,4.54,-19.62,12,UK,5920.71,760.65,0
1.74,3,0.02,169.56,-3.09,High,3.36,-2500.05,-17628.23,-192.28,2.93,-24.14,18,UK,2571.57,808.8,2838.96
1.17,2,0.46,143.34,-1.16,Very high,4.67,-2681.04,-16710.17,-235.76,5.64,-32,8,Rest,3381.36,783.54,1616.27
17.07,3,0.06,266.22,-8.81,Very low,5.02,-4140.21,-20780.65,-180.86,7.96,-27.86,6,USA,5432.61,722.4,383.64
2.37,3,49.16,221.4,-1.92,Very low,5.73,-3272.97,-32437.13,-146,8.45,-21.58,8,UK,5336.52,509.67,405.89
2.22,6,0.04,110.04,2.48,Medium,1.47,-2502.75,-16081.51,-246.08,5.77,-28.04,6,USA,6323.55,729.24,0
17.7,5,0.34,234.6,0.5,Very high,9.21,-2843.61,-18126.04,-168.28,6.92,-19.64,4,Europe,3215.31,692.25,3780.14
19.14,3,0.5,176.97,-3.55,Low,1.29,-3392.52,-9234.95,-287.16,4.59,-27.5,8,UK,3258.51,698.79,1742.65
18.87,6,0.3,204.21,-0.61,Very low,6.48,-4096.77,-16543.88,-194.56,12.63,-18.56,10,Europe,3391.14,769.86,2534.16
18.81,4,0.98,227.82,-1.74,Low,9.88,-2165.7,-16321.84,-100.82,4.07,-18.38,2,Europe,3937.32,736.02,3739.21
24.75,4,0.14,137.04,-4.29,Medium,0.71,-4978.11,-19231.8,-166.7,12.24,-19.08,8,Europe,4803.09,841.92,1.14
30.42,3,10.88,58.8,1.39,Low,0.93,-3253.83,-17654.52,-158.54,5.46,-27.3,10,USA,3702.51,752.1,457.97
11.1,1,0.3,72.9,-5.32,Very high,12.61,-3636.39,-15829.09,-253.5,5.31,-34.14,8,Europe,3026.67,713.1,3778.21
19.83,3,0.12,184.38,-4.8,Very high,2.96,-2162.1,-8705.68,-160.86,10.93,-16.08,12,Rest,3532.62,685.83,2686.19
2.73,6,0.28,291.27,-6.11,Very low,7.59,-3424.23,-16347.01,-150.62,9.78,-17.12,8,Europe,4590.54,678.75,1692.4
17.37,5,18.22,194.73,-3.66,Medium,5.97,-4435.53,-19362.29,-199.54,7.19,-30.26,6,Rest,4128.3,819.3,884.38
4.89,3,2.26,300.09,2.34,High,2.68,-2526.93,-20711.12,-118.7,8.78,-22.6,0,UK,3196.86,685.41,2352.22
6.27,2,76.36,151.44,-6.42,High,5.48,-2445.93,-11649.91,-212.14,7.78,-32.12,10,Rest,4548.36,667.68,1661.04
13.05,3,1.62,151.71,-4.79,Low,5.29,-3911.25,-16377.49,-249.76,8.28,-49.88,6,Rest,3590.43,612.6,875.97
3.78,2,114.38,52.65,-6.84,Medium,4.77,-2876.19,-14950.07,-203.52,9.9,-27.42,8,UK,3033.03,722.34,1220.29
6.45,3,33,276.9,-0.8,Very low,1.38,-1813.74,-20346.25,-222.2,7.6,-27.92,4,USA,4251.9,648.75,475.87
9.27,5,0.06,180.9,-6.32,High,5.67,-3747.93,-14494.51,-159.42,3.7,-30.94,8,Rest,4008.48,444.36,1082.86
1.95,5,10.6,186.12,-3.12,High,1.29,-3273.45,-17306.98,-173.9,7.18,-32.38,8,USA,3894.45,767.58,148.1
26.94,7,0,31.35,0.04,Medium,6.58,-3894.21,-17064.66,-155.7,5.52,-27.76,8,USA,3415.41,839.79,375.16
10.71,1,244.02,16.32,0.43,Very low,2.04,-4883.28,-8266.75,-163.68,5.88,-39.72,4,Rest,4270.83,742.5,0
20.19,3,1.64,47.52,-3.77,Low,7.59,-3517.56,-18668.29,-144.94,6.53,-36.7,6,UK,4639.41,759.48,999.41
11.61,5,12.62,50.94,-0.32,Very high,2.7,-4010.52,-14623.97,-223.74,10.89,-35.3,14,USA,2473.89,865.56,461.1
20.37,7,55.02,184.8,-7.59,Low,0.61,-4083.66,-18087.1,-220.58,9.49,-28.82,0,USA,3887.4,736.83,0
21.27,5,0.26,160.35,-1.64,Very high,1.71,-2749.08,-10619.46,-193.1,12.46,-25.6,16,Rest,2299.11,649.2,2551.35
6.27,6,2.62,9.48,-4.24,Very high,2.55,-1887.54,-17162.33,-174.48,11.68,-27.16,8,Europe,1804.62,682.32,1737.77
19.56,7,0.5,226.35,-2.49,Very high,10.26,-2526.27,-23804.08,-139.8,1.8,-28.38,8,Europe,3456.27,763.59,3789.63
4.08,6,0,123.48,-3.7,Very low,1.26,-2439.18,-9723.21,-150.28,10.26,-23,6,Rest,3854.85,627.66,0
12.24,3,6.84,219.51,-7.78,Low,4.54,-3163.23,-16598.58,-105.52,11.43,-39.08,0,USA,3703.41,702.42,442.63
9.84,6,455.78,21.33,-3.62,High,0.29,-3426.12,-31389.88,-291.94,5.66,-32.16,12,UK,5064.66,771.39,0
10.95,5,0.12,160.68,-4.21,Medium,4.56,-4455.54,-15275.06,-237.24,8.97,-27.3,4,Europe,4733.79,640.29,0
3.21,3,0.2,119.91,-6.33,High,3.89,-3627.24,-6008.56,-152.62,3,-32.1,18,Rest,5639.22,655.74,772.23
17.52,5,0.34,-6.96,-6.44,High,4.12,-4466.52,-16961.06,-284.6,5.45,-30.96,16,USA,4392.69,964.83,143.08
15.15,5,0.34,100.38,-2.32,Medium,12.06,-2723.64,-14775.98,-140.32,9.76,-27.6,6,Rest,2563.83,766.41,2359.29
14.31,6,1.24,31.83,-1.72,Medium,1.69,-5265.51,-8460.15,-166.46,7.44,-31.2,6,USA,6698.49,818.07,0
14.19,4,1943.68,27.66,-5.01,Very low,1.24,-3088.95,-20582.98,-152.4,7.2,-9.64,6,Rest,4631.19,726.84,0
3.09,3,1.08,116.55,-4.84,Low,1.12,-2928.66,-19489.19,-177.96,6.47,-31.74,10,Europe,3684.54,717.87,234.04
7.65,4,17.72,153.69,-2.57,Low,8.92,-3958.08,-16901.33,-302.2,3.14,-19.62,12,USA,4483.68,792.33,578.59
26.94,3,0.08,160.74,0.44,Very high,5.86,-5261.04,-14177.64,-330.58,4.16,-26.04,6,UK,4333.05,856.17,2156.31
5.76,2,0,100.26,-1.41,Low,0.89,-3336.9,-12767.16,-222.36,12.97,-13.64,12,Europe,4019.79,708.6,303.17
6.21,2,0.04,4.44,-3.56,High,6.73,-2977.11,-11551.2,-232.2,8.14,-19.02,4,Europe,5645.94,794.58,74.95
18.66,3,134.62,133.56,-5.72,Low,6.91,-2758.26,-16585.18,-236.6,8.48,-29.46,8,Rest,2713.11,621.33,2093.67
42.27,0,1.7,63.84,-4.75,Very high,2.58,-2989.83,-14038.7,-253.74,-0.26,-16.94,2,USA,3919.8,664.56,1351.77
2.34,4,4.4,158.58,-5.92,High,0.63,-4161.36,-17897.56,-168.82,4.91,-25.28,8,Europe,4221.9,788.37,0
6.27,2,27.56,246.99,-0.11,High,2.4,-4302.45,-13068.62,-122.32,5.25,-8.72,12,USA,6609.63,1029.21,225.32
2.4,5,0.9,85.89,-5.72,Very low,3.01,-3708.87,-5375.47,-47.2,10.82,-34.2,6,USA,2228.94,780.81,0
4.17,2,1.34,71.46,-2.94,Medium,2.29,-3662.49,-21052.58,-151.46,9.83,-36.12,4,UK,3910.2,694.56,0
16.5,4,15.14,187.17,-6.44,Very low,5.37,-2469.39,-26645.59,-183.46,9.83,-35.92,6,UK,4913.19,552.51,1567.58
3.69,3,3.82,150.75,-4.61,High,2.03,-3705.39,-16958.51,-254.04,5.88,-32.72,10,USA,4230.18,995.91,222.73
10.02,5,0.14,94.62,0.4,Very high,4.84,-4080.96,-16050.51,-119.52,8.3,-26.82,6,Rest,5133.6,770.61,69.17
8.67,7,2.7,-5.34,-1.84,Very high,1.36,-3710.19,-16989.43,-170.4,8.9,-21.52,10,USA,5113.41,634.71,0
27.81,4,0.72,70.29,-6.52,Very high,8.62,-5009.67,-15832.43,-161.3,9.01,-29.86,10,Europe,4191.24,853.5,3264.5
9.6,5,38.38,135.45,-4.11,Medium,8.79,-4271.43,-12490.66,-271.92,2.27,-39.2,6,UK,5506.53,764.46,0
1.83,8,49.96,24.69,-7.88,Low,6.64,-3195.48,-15667.7,-202.1,7.74,-30.22,4,USA,5013.18,675.03,0
4.47,5,0,173.73,-3.23,Medium,6.91,-4947.84,-6424.46,-217.62,6.65,-30.98,14,USA,4820.82,638.64,248.81
19.77,5,0.06,219.03,-0.91,High,7,-4243.38,-20357.45,-229.7,7.1,-18.7,2,Europe,3138.84,770.22,3237.56
4.65,5,0.14,268.8,-3.77,Low,2.74,-3929.01,-5898.54,-91.26,9.16,-34.2,8,USA,4845.63,718.95,109.65
12.75,3,0.1,281.22,0.43,Medium,5.65,-3866.4,-16174.47,-91.58,13.88,-32.16,10,USA,4857.21,782.97,977.69
21.81,4,18.14,78.6,-0.61,Low,4.44,-3286.83,-14790.42,-172.34,8.46,-26.92,4,Europe,3069.24,778.14,1318.04
16.11,6,0.06,221.16,-1.85,High,3.47,-2257.41,-19443.3,-247.9,9.9,-26.2,12,UK,5547.84,718.2,2308.87
5.37,8,0,338.31,0.28,High,7.07,-3255.57,-16948.6,-170.44,7.35,-30.32,8,UK,4738.08,678.39,2319.48
6.51,3,44.58,22.08,-0.53,Very low,0.23,-5310.72,-16031.97,-171.22,5.87,-27.84,8,Europe,4227.99,717.42,0
8.85,4,19.14,65.61,-2.44,Very high,10.4,-4278.3,-16061.43,-239.62,7.98,-23.32,4,Europe,3856.53,710.85,1783.97
13.05,6,0.18,74.79,-4.2,High,2.05,-4278.12,-30865.01,-155.14,3.8,-32.64,8,Europe,2910.66,836.55,58.02
48.27,5,0.24,11.37,-1.67,High,1.09,-3346.77,-20397.05,-94.14,9.52,-22.18,8,USA,3833.76,719.22,698.75
6,3,80.5,136.02,-1.94,Very low,3.36,-3795.3,-17469.25,-221.56,6.73,-43.04,4,Rest,4615.92,901.47,0
1.08,6,2.14,315.96,-2.97,Medium,6.31,-4045.56,-9247.71,-49.18,4.72,-31.94,4,UK,4075.89,636.54,1033.16
15.66,2,3.26,193.35,-3.71,Very low,5.72,-3528.84,-17462.71,-229.28,11.49,-27.34,6,Rest,4152.18,540.99,1228.04
2.4,1,2.1,59.88,0.06,Very high,3.95,-2474.37,-12228.53,-175.02,8.84,-33.58,6,USA,3664.89,946.17,541.42
5.52,5,2.84,206.52,-3.79,Very high,4.11,-3780.87,-14490.12,-203.4,6.72,-22.9,4,Rest,4041.6,700.68,678.37
7.83,8,11.76,140.31,-5.87,Very low,3.96,-4316.55,-18348.79,-320.78,2.06,-33.62,12,USA,5194.83,814.41,0
2.16,5,77.32,189.81,-1.25,Low,1.53,-3101.1,-11598.79,-120.58,5.28,-31.42,8,UK,3139.83,709.95,0
25.38,4,0.1,114.63,-2.47,Low,4.79,-2973.54,-15646.59,-102.34,9.65,-22.6,8,Rest,5138.34,717.6,1027.79
17.79,2,0.46,4.77,-4.98,Very high,5.28,-3647.52,-14125.44,-169.08,7.15,-31.46,2,UK,3032.97,676.59,1380.56
0.99,5,2672.98,41.58,-0.3,Low,6.74,-3264.87,-13067.72,-272.34,12.35,-21.6,8,Rest,4568.22,515.76,0
8.37,4,605.74,201.18,-7.11,Very high,5.99,-4800.84,-5871.24,-211.26,9.75,-37.78,8,Rest,3855.45,681.81,1101.89
26.88,6,1802.66,348.36,-4.72,Very low,8.31,-3561.51,-16619.42,-122.66,8.93,-31.4,18,USA,4121.73,587.94,2171.56
10.47,3,1.76,43.8,-4.21,Very high,6.51,-3851.52,-27876.79,-232.88,5.01,-23.1,10,UK,4350.12,641.13,1385.75
4.02,7,0.06,-125.46,0.59,Very low,1.37,-3793.68,-15457.43,-243.94,9.84,-27.86,6,Europe,4687.59,582.33,0
6.66,4,0.08,332.88,-1.99,High,2.32,-3984.18,-17223.3,-223.96,7.91,-24.72,6,Europe,2837.94,683.61,3238.52
3.27,1,6.24,224.94,-4.69,Very low,3.3,-2761.14,-16997.97,-138.94,-0.83,-18.32,14,Europe,5399.46,727.35,2274.17
1.26,6,0.86,107.01,-2.71,Low,2.82,-3515.97,-18584.43,-191.22,7.7,-20.78,8,USA,4592.94,717.36,0
3.39,3,26.72,146.97,-5.45,Very low,3.72,-4485.45,-18285.8,-82.52,11.48,-38.54,4,Europe,5185.95,830.52,0
15.63,5,22.32,87.12,0.49,Medium,4.89,-2734.38,-14794.44,-212.9,6.16,-41.96,12,Rest,3750.84,657.24,1266.99
12.63,5,580.26,275.88,1.69,High,9.68,-3397.68,-18592.35,-274.76,6.25,-27.94,12,UK,4898.25,916.44,2872.69
9,0,338.28,71.55,-2.12,Very low,1.19,-2299.23,-17290.96,-248.44,10.35,-37,12,Europe,5559.96,701.01,319.32
11.34,3,5.84,138.39,-0.14,Medium,2.45,-2394.63,-19120.85,-207.9,11.52,-43.4,2,Rest,5904.78,636.33,79.01
5.67,3,174.34,49.77,-1.21,Medium,3.27,-3011.85,-17697.83,-147.94,1.83,23.2,8,Europe,4539.75,706.11,28.72
7.62,3,0.08,166.59,-2.84,High,2.48,-2168.94,-19642.11,-296.64,5.88,-21.64,6,Rest,4336.59,773.04,1143.66
17.91,4,0.06,80.76,-2.17,High,6.41,-3845.67,-20425.95,-185.76,9.54,-32.62,6,UK,4483.35,769.41,1125.95
7.92,5,213.74,183.45,-1.23,Medium,5.57,-4624.17,-18224.86,-142.1,14.35,-60.74,12,USA,3970.26,821.07,339.11
14.19,1,5.12,96.78,-7.06,Very high,2.38,-4377.93,-8492.25,-233,10,-24.92,8,UK,5053.62,610.74,419.79
26.4,4,1.22,12.39,0.33,High,7.69,-3438.27,-9557.73,-155.96,15.15,-49.42,10,Rest,4669.65,658.89,1379.56
14.55,6,0.12,155.67,0.84,Very high,3.65,-4129.65,-16369.6,-176.94,3.33,-26.44,8,USA,4277.13,877.83,297.18
2.13,4,1.02,150.93,-8.78,Medium,13.69,-4577.04,-16332.28,-134.56,12.05,-28.14,6,USA,5094.69,793.86,456.27
4.77,7,0.1,226.17,-4.08,High,3.92,-3197.91,-15572.18,-294.3,10.77,-24.38,8,Europe,2820.99,820.2,2306.95
2.01,6,66.58,179.58,-4.48,Medium,5.85,-3767.85,-14103.19,-182.42,7.23,-47.48,8,UK,3379.44,732.3,584.26
5.49,5,13.18,107.82,-0.61,Low,4.09,-2029.14,-16187.4,-136.94,14.75,-33.22,10,UK,3295.41,1006.83,1332.4
26.88,3,0.26,169.44,-4.16,High,1.35,-2791.26,-14527.47,-213.04,4.8,-24.02,16,Rest,4798.02,623.67,2128.83
4.59,4,1.22,97.2,-6,High,4.86,-2634.27,-15598.23,-187.84,8.51,-26.92,8,Rest,5498.31,701.07,413.52
8.67,5,0.5,95.79,-5.34,Very low,3.65,-2954.73,-19842.22,-232,6.43,-38.98,10,Rest,5568.84,574.11,0
31.17,5,0.76,116.46,-1.73,Very high,3.49,-3412.14,-21600.68,-156.62,11.99,-27.94,14,Rest,2941.38,789.84,2389.1
33.9,4,10.42,197.49,0.8,Medium,2.23,-3178.53,-17145.27,-103.58,6.55,-28.82,4,UK,5733.66,749.4,1609.96
5.46,5,25.18,107.34,-7.13,High,1.67,-1626.9,-16098.31,-198.8,7.43,-34.76,12,USA,4117.74,749.07,464.28
18.21,3,0.28,265.14,-5.89,Very low,3.06,-2887.44,-16329.97,-186.68,4.03,-26.14,6,Rest,3988.89,671.76,1506.1
3.81,3,178.52,173.46,-1.96,Medium,0.89,-2745.78,-15759.46,-144.04,7.25,-19.94,10,USA,4884.09,574.11,192.76
6.54,3,0,228.36,-3.42,Very low,3.29,-4449.54,-15026.7,-268.52,8.58,-28.56,14,Europe,4672.59,504.18,769.82
2.16,2,2.12,24.42,1.31,Medium,0.94,-3788.61,-15246.99,-169.08,10.29,-25.32,8,Rest,4146.3,666.81,0
5.13,3,1.54,207.33,-3.7,Very low,5.57,-5025.12,-22091.57,-201.88,4.54,-26.88,6,Rest,4490.16,744.3,0
18.33,4,1.68,138.09,-0.24,Very high,1.84,-2801.7,-20538.88,-190.64,7.36,-9.38,8,Europe,3672.21,755.28,3012.88
3.99,3,7.08,-17.79,-2.43,Medium,0.7,-3206.43,-16137.34,-147.16,6.37,-30.7,10,USA,6167.85,703.32,0
23.01,1,0.94,282.51,1.47,Very high,5.91,-3412.56,-16086.76,-256.52,11.24,-37.1,14,Europe,3781.08,1005.69,3798.7
12.18,4,0.02,163.5,-4.36,Very low,0.48,-3616.02,-16785.66,-115.08,4.96,-21.78,6,USA,4096.5,901.95,0
14.01,4,34.76,208.65,1.47,Very high,9.56,-4199.28,-20179.06,-275.46,9.93,-29.74,12,USA,4924.65,737.97,1281.85
10.62,2,3.32,-16.32,3.03,Very low,1.96,-2581.62,-5404.18,-148.96,12.06,-24.84,12,Europe,4842.66,675.48,0
3.54,1,0.1,40.92,-4.41,Low,1.09,-4217.94,-19901.07,-131.24,5.87,-20.88,6,UK,2821.44,824.46,0
2.25,4,3.68,161.01,-7.25,Low,1.07,-4405.08,-7394.66,-193,2.44,-16.38,6,Rest,2959.44,735.6,0
9.87,6,19.76,207.27,-1.26,High,2.17,-2885.61,-19087.13,-75.92,10.84,-34.22,4,Rest,4374.78,796.11,487.25
8.76,2,4.74,337.8,1.25,Low,3.67,-3465.63,-19376.97,-302.38,14.01,-22.78,14,UK,4346.1,388.17,2773.9
6.93,7,3.84,105,1.37,Very low,3.18,-4705.05,-24483.21,-217.58,6.24,-28.48,0,USA,3688.11,713.43,0
2.88,1,18.1,114.87,-2.88,Low,1.8,-2189.76,-14869.27,-206.06,13.2,-31.34,14,Rest,7073.34,712.92,180.2
11.94,6,28.64,159.84,-0.35,Medium,7.95,-4082.52,-15954.29,-194.8,8.92,-29.1,10,Europe,5067.39,701.4,1077.35
8.07,6,12.14,184.41,-8.08,Low,1.4,-3354.75,-16642.88,-244.58,3.54,-30.7,10,Rest,3159.93,760.05,430.12
9.63,3,576.28,170.49,-1.89,Low,1.01,-2482.2,-33651.03,-220.84,4.85,-26.88,14,Europe,4200.24,693.48,2148.72
8.61,5,83.98,-125.85,-4.76,Medium,2.77,-5730.66,-14011.87,-103.86,10.69,-28.8,14,USA,4821.39,737.25,0
15.99,3,48.62,112.41,-2.2,High,4.23,-3229.68,-31415.76,-316.08,8.1,-15.58,6,Europe,3633.63,720.24,2473.75
5.94,7,16.34,156.96,-7.26,Medium,1.15,-3100.2,-18386.21,-185.72,-0.01,-14.62,10,Rest,4154.46,742.32,0
22.62,2,11.92,43.56,-10.39,Very low,1.32,-3176.34,-13927.03,-246.14,7.31,-13.04,2,Europe,4275.3,754.59,0
20.91,3,0.08,247.41,-4.39,Very high,1.34,-3484.26,-12640.77,-201.3,2.71,8.42,6,USA,4239.81,814.32,933.86
24.63,5,24.22,70.2,-3.22,High,5.03,-2447.28,-26463.31,-123.14,8.9,-26.88,6,Europe,4277.49,490.08,2648.71
4.65,6,0.32,104.1,-2.76,Very low,6.84,-2240.49,-12696.32,-187.88,13.56,-28.28,12,USA,4574.82,536.25,289.61
0.51,6,0.4,-35.37,0.16,Low,1.63,-3655.05,-13531.78,-179.78,8.75,-9.82,10,USA,4308.03,724.95,0
5.49,4,9.88,132.03,-9.43,Very high,3.64,-4007.46,-14715.28,-238.08,7.57,-21.98,2,UK,2836.23,723.09,312.47
14.37,2,0.58,89.28,-1.66,Very low,3,-3261.78,-10558.12,-218.74,3.65,-21,6,UK,4620.09,693.06,0
